neck_angle,shoulder_tilt,spine_angle,forward_head_ratio,hip_shoulder_alignment,ear_shoulder_distance,shoulder_symmetry,torso_lean,label,posture_class
164.0342,8.1081,165.1309,0.0821,171.1948,0.1187,0.7539,10.61,3,Lateral Tilt
156.1476,7.1316,148.4347,0.1652,150.5511,0.1948,0.9668,10.2872,1,Slouching
155.3599,6.6327,151.7664,0.1706,151.3106,0.2303,0.8442,20.2695,1,Slouching
133.9934,4.9888,172.8822,0.4007,172.9764,0.3337,0.8943,3.9372,2,Forward Head
123.4307,1.9072,166.871,0.3525,167.3482,0.3021,0.9686,4.4002,2,Forward Head
126.9358,3.364,169.7579,0.2951,164.785,0.3366,0.9509,3.6397,2,Forward Head
149.7639,3.2303,143.9426,0.1529,142.9982,0.1688,0.954,19.431,1,Slouching
150.9492,4.3854,145.2512,0.2143,154.8355,0.2116,0.8528,13.9017,1,Slouching
168.9587,15.1405,161.7944,0.1298,172.923,0.1637,0.8272,20.2979,3,Lateral Tilt
159.2326,16.1498,148.3944,0.0623,167.5906,0.1569,0.7639,19.7384,3,Lateral Tilt
141.6493,2.0479,166.0376,0.2859,167.5164,0.2348,0.9716,1.3141,2,Forward Head
154.8672,4.9769,141.897,0.2022,151.0675,0.1435,0.8793,18.0952,1,Slouching
176.2621,1.9014,173.3344,0.0876,173.656,0.076,0.9844,1.2469,0,Good Posture
155.0183,5.4839,150.153,0.1533,140.981,0.1656,0.9269,15.8333,1,Slouching
131.7283,0.7496,163.6452,0.3281,174.2514,0.3131,0.9634,2.6516,2,Forward Head
122.3067,6.5933,164.586,0.2665,168.0868,0.4099,0.9566,3.1268,2,Forward Head
164.9938,4.1656,174.7535,0.0723,179.0282,0.1291,0.9857,2.6716,0,Good Posture
151.555,6.2717,137.2737,0.1285,151.2659,0.1407,0.8673,9.3308,1,Slouching
170.8904,12.3792,168.501,0.0515,168.5304,0.1612,0.7404,18.8524,3,Lateral Tilt
137.0513,5.4078,145.6757,0.1072,162.6504,0.293,0.8993,17.5251,1,Slouching
171.8667,4.2815,172.1533,0.0849,180.7966,0.1153,0.9914,0.3406,0,Good Posture
169.1072,4.2348,170.1973,0.0334,177.6902,0.0871,0.9782,4.4922,0,Good Posture
144.184,2.4727,151.007,0.1762,162.7765,0.1995,0.876,7.2061,1,Slouching
128.4215,3.591,165.7648,0.2844,170.6487,0.2886,0.9769,5.9222,2,Forward Head
125.7405,0.9843,169.0149,0.2103,170.8484,0.3323,0.9319,1.9131,2,Forward Head
129.5291,0.8507,164.8706,0.3427,172.9899,0.3195,0.9664,5.9612,2,Forward Head
170.3907,0.8405,175.0735,0.06,182.3534,0.1392,1.0,0.849,0,Good Posture
162.0266,15.8872,158.4376,0.0872,169.6263,0.1754,0.8275,16.576,3,Lateral Tilt
132.1961,0.0308,170.4331,0.3673,171.3014,0.388,0.9343,6.6992,2,Forward Head
139.426,5.8873,169.1655,0.3016,175.4913,0.3566,0.9307,5.8096,2,Forward Head
144.5112,2.7536,148.3344,0.1967,154.8156,0.2511,0.9433,9.6181,1,Slouching
173.4132,16.2888,177.5162,0.0807,163.1867,0.121,0.6446,26.0351,3,Lateral Tilt
169.946,0.4134,177.4676,0.0256,178.6266,0.0808,0.9667,2.2953,0,Good Posture
108.0304,2.726,163.4322,0.303,165.4995,0.3241,0.9276,8.0039,2,Forward Head
169.4449,26.6526,167.6998,0.0671,174.6167,0.139,0.7933,17.7859,3,Lateral Tilt
165.2424,4.464,172.2981,0.0628,177.0141,0.1321,0.9746,1.7558,0,Good Posture
169.9393,20.296,169.5888,0.0707,164.7158,0.1077,0.8015,12.801,3,Lateral Tilt
163.4777,24.5357,162.1413,0.1329,175.4195,0.1259,0.7498,12.932,3,Lateral Tilt
156.012,5.9394,150.4965,0.2087,146.1074,0.1986,0.8787,7.1607,1,Slouching
124.8695,1.5195,176.484,0.3489,162.4595,0.2917,0.8856,3.0986,2,Forward Head
119.5194,4.453,170.7748,0.3792,168.8399,0.3546,0.9315,7.3809,2,Forward Head
136.9794,5.2547,163.4806,0.2588,176.7644,0.3127,0.8734,2.2006,2,Forward Head
167.9804,13.2495,158.9091,0.0919,164.8488,0.0929,0.8383,24.9755,3,Lateral Tilt
169.9058,1.7385,175.6759,0.0426,177.6056,0.1365,0.9756,0.0,0,Good Posture
168.3108,10.5068,170.9711,0.119,158.0083,0.1188,0.8097,21.2219,3,Lateral Tilt
165.6594,0.7619,180.0,0.0749,173.9468,0.0936,0.9848,2.8209,0,Good Posture
167.5945,2.4797,170.221,0.0588,177.9411,0.131,0.9822,4.0462,0,Good Posture
128.8017,2.8678,161.1631,0.3196,171.6432,0.4005,0.9118,1.3834,2,Forward Head
167.7121,13.9552,172.7895,0.1098,161.2754,0.1077,0.7172,21.3898,3,Lateral Tilt
149.3663,0.0,144.9351,0.1563,152.7796,0.2517,0.9169,21.551,1,Slouching
163.6223,1.1009,175.0157,0.0509,176.6498,0.1325,0.9693,1.7864,0,Good Posture
165.3169,14.358,160.4371,0.101,172.2264,0.1581,0.8709,15.2911,3,Lateral Tilt
166.6242,4.308,153.8257,0.2077,156.7517,0.1663,0.8026,18.4208,1,Slouching
124.9601,1.1519,162.986,0.2893,173.543,0.3551,0.9472,3.6686,2,Forward Head
141.7832,3.7855,163.649,0.2938,167.5259,0.3521,0.8995,4.3997,2,Forward Head
131.5769,4.2135,173.6428,0.2845,169.7021,0.3636,0.9553,4.6253,2,Forward Head
147.5767,4.9667,138.4959,0.1829,156.8061,0.2007,0.861,21.5175,1,Slouching
134.8568,5.3331,171.5654,0.2898,170.8382,0.3422,0.9645,6.2049,2,Forward Head
168.4853,1.78,141.5692,0.1666,159.8017,0.2383,0.9723,17.5308,1,Slouching
179.1266,1.0735,170.3949,0.0124,180.1381,0.0823,0.9763,2.656,0,Good Posture
154.1164,3.8379,136.211,0.2068,154.0922,0.2089,0.9494,9.8402,1,Slouching
165.9444,2.1285,172.2237,0.0551,175.314,0.1118,0.97,2.9767,0,Good Posture
167.2799,2.3484,175.8792,0.0357,183.5973,0.1295,0.9681,2.9848,0,Good Posture
142.0131,3.4994,143.6412,0.2155,153.5336,0.1992,0.8807,20.4949,1,Slouching
170.4541,2.9932,179.7581,0.0252,184.3991,0.081,0.9785,2.8825,0,Good Posture
125.8602,6.1104,163.5419,0.213,176.4268,0.2063,0.9339,11.2354,2,Forward Head
137.6268,7.7308,162.2451,0.2887,162.4863,0.3296,0.951,4.9217,2,Forward Head
165.0756,19.6816,163.1269,0.0656,165.036,0.1393,0.637,12.4934,3,Lateral Tilt
137.9515,2.8633,154.4939,0.2075,153.0951,0.2018,0.8638,20.8638,1,Slouching
124.6823,4.3273,172.2383,0.2722,176.1521,0.3582,0.9918,4.0613,2,Forward Head
136.5593,5.3788,137.1228,0.1183,151.6112,0.1454,0.861,18.5171,1,Slouching
146.4406,4.1812,138.3145,0.1939,161.9375,0.1801,0.9231,7.4572,1,Slouching
133.7482,5.418,160.8805,0.3532,182.0218,0.2974,0.9969,4.4737,2,Forward Head
138.7664,5.2729,168.4125,0.2774,168.1087,0.3181,0.9571,4.3516,2,Forward Head
169.7804,2.4283,176.5634,0.0629,179.6668,0.1218,0.978,1.7731,0,Good Posture
118.0956,1.5305,167.222,0.3333,172.7545,0.4004,0.9089,6.7621,2,Forward Head
144.2643,1.7543,141.7737,0.1534,162.2817,0.1927,0.8516,15.2837,1,Slouching
153.0758,2.4652,133.0079,0.1463,154.3005,0.2219,0.938,14.7029,1,Slouching
169.6469,5.8696,172.589,0.0828,183.0331,0.1089,0.9857,4.4426,0,Good Posture
128.3627,2.6078,169.6387,0.2702,177.972,0.312,0.9586,7.9112,2,Forward Head
135.245,1.805,162.0178,0.2994,171.3086,0.2982,0.9533,3.4985,2,Forward Head
141.6099,3.6398,130.6349,0.1368,160.8626,0.149,0.9419,17.4389,1,Slouching
160.6787,6.3518,145.6622,0.1515,135.9255,0.2298,0.9054,17.1417,1,Slouching
151.9826,2.1015,144.3649,0.138,146.9552,0.2144,0.8785,18.277,1,Slouching
162.9245,21.5257,166.1766,0.0817,175.7917,0.1599,0.7386,17.5707,3,Lateral Tilt
166.867,1.5169,177.4406,0.0254,178.6824,0.1461,0.9639,2.277,0,Good Posture
167.3943,1.2742,174.039,0.0585,179.5685,0.1085,0.9798,5.2134,0,Good Posture
172.7959,17.7561,158.768,0.0457,169.7405,0.1283,0.7742,26.0639,3,Lateral Tilt
135.4742,1.1768,167.9203,0.2876,170.2867,0.3195,0.906,7.0584,2,Forward Head
129.5597,2.1042,170.6326,0.2802,178.3719,0.3933,0.9133,5.1394,2,Forward Head
161.746,14.2092,163.8561,0.085,166.4185,0.1748,0.8105,10.0458,3,Lateral Tilt
174.8841,2.8731,174.3205,0.0308,176.8834,0.1418,0.9988,4.3149,0,Good Posture
137.4352,2.353,168.0571,0.3455,178.4519,0.3565,0.9375,7.7547,2,Forward Head
114.47,7.8376,173.9818,0.2858,164.1116,0.3344,0.8967,5.8897,2,Forward Head
164.9472,22.6808,168.503,0.0837,162.5524,0.097,0.7864,15.2865,3,Lateral Tilt
163.1857,10.3627,163.9029,0.087,166.0621,0.09,0.729,25.2727,3,Lateral Tilt
140.5053,6.4381,124.0015,0.252,159.2482,0.206,0.9473,26.7183,1,Slouching
172.6515,3.7602,175.5431,0.0241,179.1991,0.107,0.9747,2.8795,0,Good Posture
173.2456,0.2776,177.4563,0.0808,174.6324,0.1016,0.9902,2.4072,0,Good Posture
161.1222,8.8719,141.8224,0.1059,157.7805,0.2035,0.9142,15.9579,1,Slouching
159.1091,20.1643,170.5538,0.1027,173.4224,0.1336,0.752,14.3155,3,Lateral Tilt
171.0571,15.4728,162.4466,0.1062,173.3427,0.1373,0.8211,12.6152,3,Lateral Tilt
170.6526,18.154,172.7038,0.0642,165.826,0.1645,0.6826,11.9327,3,Lateral Tilt
144.5526,6.0139,152.1304,0.1502,159.9511,0.2655,0.9153,16.5583,1,Slouching
133.6889,3.0151,171.7718,0.3091,170.5902,0.4274,0.9372,7.326,2,Forward Head
150.2398,7.4324,137.0491,0.1668,148.148,0.2039,0.8494,6.0345,1,Slouching
176.6903,2.6285,172.885,0.0489,179.675,0.1215,0.9854,0.619,0,Good Posture
164.0351,9.0894,153.2848,0.0616,167.0096,0.179,0.8321,19.137,3,Lateral Tilt
127.7803,1.3931,170.2849,0.3695,173.8801,0.3252,0.9104,6.0337,2,Forward Head
170.3986,1.2448,170.348,0.0514,174.8131,0.1295,0.9708,4.3249,0,Good Posture
130.1146,1.0261,158.9768,0.3216,172.6958,0.2891,0.8914,6.2595,2,Forward Head
171.2608,17.3852,163.1664,0.0696,172.2919,0.151,0.7975,21.9762,3,Lateral Tilt
139.6201,5.6698,131.0622,0.1282,146.263,0.2054,0.9398,18.23,1,Slouching
154.5287,2.5442,153.7369,0.1281,144.3131,0.229,0.9516,27.9395,1,Slouching
166.5776,17.7607,166.255,0.0854,160.4167,0.1295,0.877,14.7034,3,Lateral Tilt
126.469,0.0,171.705,0.2807,172.7284,0.2682,0.9531,3.4761,2,Forward Head
164.5622,16.8346,162.9137,0.0775,162.4861,0.127,0.812,16.2501,3,Lateral Tilt
132.3403,2.42,164.646,0.2629,171.1418,0.1399,0.919,3.2484,2,Forward Head
163.1597,15.9621,161.9424,0.1036,164.7674,0.1654,0.7811,15.3937,3,Lateral Tilt
172.7209,3.7888,169.6642,0.0564,176.4875,0.1184,0.9835,1.2692,0,Good Posture
147.8613,5.1935,152.2524,0.1529,171.4625,0.1425,0.8794,14.3674,1,Slouching
177.6048,1.909,172.8748,0.0197,172.5906,0.0883,0.9827,2.7631,0,Good Posture
172.0602,7.7791,176.7127,0.0727,180.862,0.133,0.9768,3.1385,0,Good Posture
151.524,4.8557,143.5348,0.1357,164.4451,0.1749,0.9018,15.256,1,Slouching
166.4729,14.7658,161.854,0.0368,163.7304,0.1989,0.7325,12.0331,3,Lateral Tilt
173.8125,2.4307,173.1627,0.0572,174.5688,0.1222,0.9797,1.6878,0,Good Posture
173.5984,2.4609,177.4386,0.0626,175.513,0.1088,0.9875,2.9156,0,Good Posture
137.0135,6.5564,151.9082,0.1569,164.2212,0.1513,0.9187,9.1486,1,Slouching
134.5866,3.514,162.7054,0.2782,175.5102,0.3376,0.9571,5.7658,2,Forward Head
155.0227,3.6553,139.462,0.0712,155.8275,0.2817,0.9111,14.8886,1,Slouching
171.5791,21.2337,165.4143,0.0942,167.851,0.1557,0.7598,19.344,3,Lateral Tilt
156.6401,15.6365,159.6492,0.088,169.5942,0.0902,0.8255,12.4391,3,Lateral Tilt
143.9716,3.045,127.4449,0.214,160.6251,0.2213,0.9066,8.0899,1,Slouching
165.341,22.09,156.3116,0.0826,167.6498,0.1618,0.7687,12.8063,3,Lateral Tilt
144.6808,0.7873,143.9266,0.1708,168.3869,0.1764,0.8367,19.0842,1,Slouching
165.6219,25.9906,166.0836,0.0375,169.8258,0.1473,0.7438,20.8678,3,Lateral Tilt
167.8624,21.2548,164.4101,0.0453,164.5896,0.1746,0.7509,18.7171,3,Lateral Tilt
123.4682,4.3469,167.0123,0.2037,179.149,0.2983,0.9849,7.5569,2,Forward Head
166.3681,14.9975,170.3464,0.0738,164.0614,0.1468,0.8978,19.6758,3,Lateral Tilt
164.6835,17.6071,170.9918,0.0804,165.8921,0.1714,0.7872,14.2499,3,Lateral Tilt
166.836,17.8426,172.5476,0.0,170.5494,0.1615,0.8488,17.6756,3,Lateral Tilt
132.3108,1.372,166.5373,0.3252,174.0858,0.3868,0.9375,5.6129,2,Forward Head
170.5342,1.7713,177.1243,0.0691,175.642,0.0934,0.9616,2.762,0,Good Posture
123.0194,0.8819,172.4149,0.2808,171.7464,0.3441,0.9725,4.3331,2,Forward Head
126.6385,3.5377,168.8374,0.2977,170.2694,0.3396,0.9122,2.5811,2,Forward Head
131.5287,5.5777,167.468,0.234,180.572,0.2965,0.9448,7.312,2,Forward Head
159.4238,16.6084,163.1397,0.0884,165.236,0.1221,0.8662,19.4228,3,Lateral Tilt
129.7543,1.2921,173.1618,0.3028,180.1948,0.2387,0.9233,5.0653,2,Forward Head
133.1937,0.0,172.0865,0.3718,167.7993,0.2714,0.9265,3.488,2,Forward Head
167.306,2.4185,172.494,0.0929,174.4372,0.1262,0.9863,2.6207,0,Good Posture
163.9311,12.9835,163.2043,0.041,175.1694,0.1191,0.8118,24.7805,3,Lateral Tilt
132.6993,4.5653,141.4325,0.1545,152.0951,0.1197,0.8845,13.4719,1,Slouching
129.2483,6.2114,167.4333,0.3151,177.5024,0.2998,1.0,8.9842,2,Forward Head
161.6075,16.4725,162.0131,0.0833,173.9859,0.1169,0.84,14.0916,3,Lateral Tilt
167.9408,14.4676,165.1613,0.0532,167.0871,0.1234,0.8505,28.5801,3,Lateral Tilt
168.218,4.1801,179.7387,0.0395,176.7394,0.1144,0.9666,0.622,0,Good Posture
133.4512,3.5513,144.3383,0.1597,162.6104,0.2211,0.8924,14.009,1,Slouching
160.7555,11.4566,164.2325,0.054,172.5339,0.1522,0.7758,14.0126,3,Lateral Tilt
126.9967,0.0,167.0082,0.276,169.9361,0.3408,0.9598,5.4644,2,Forward Head
172.5815,4.0529,172.1052,0.0637,181.1753,0.0848,0.9682,0.0,0,Good Posture
164.3896,4.6244,171.2684,0.0361,175.8448,0.1379,0.9771,3.8716,0,Good Posture
147.27,2.0364,138.2252,0.2,161.2348,0.1984,0.8833,4.871,1,Slouching
160.8183,8.6678,172.9495,0.0584,169.2052,0.1581,0.8707,17.2305,3,Lateral Tilt
170.6738,3.9764,171.9804,0.0728,181.9513,0.1176,0.9588,1.0883,0,Good Posture
171.2944,18.4734,160.9639,0.0783,163.9762,0.1867,0.8274,20.6026,3,Lateral Tilt
132.1493,2.8975,170.5023,0.2888,170.771,0.3885,0.937,6.6528,2,Forward Head
170.5224,17.3642,168.2094,0.0685,163.3846,0.1319,0.7754,9.6921,3,Lateral Tilt
173.2501,4.0344,174.784,0.0701,179.0849,0.1071,0.9836,4.3071,0,Good Posture
117.7019,0.462,164.4446,0.292,167.9433,0.3369,0.933,5.0211,2,Forward Head
159.1864,17.1918,162.678,0.1227,173.8556,0.1432,0.7033,11.8705,3,Lateral Tilt
127.7477,2.935,175.6508,0.2338,179.9348,0.3579,0.9525,3.0307,2,Forward Head
137.1136,4.1475,154.5581,0.1858,144.0171,0.2141,0.8209,15.2347,1,Slouching
157.922,2.2758,180.0,0.0748,178.629,0.1102,0.9881,0.5397,0,Good Posture
166.8683,16.6871,171.4069,0.0233,165.8943,0.1534,0.8074,24.7638,3,Lateral Tilt
137.5966,3.0771,166.0654,0.2877,171.3263,0.3502,0.9812,5.7194,2,Forward Head
160.2032,12.09,162.3103,0.0745,162.1728,0.1841,0.7005,24.7305,3,Lateral Tilt
135.3647,2.1722,169.8432,0.2239,175.1919,0.2922,0.9404,4.8143,2,Forward Head
166.6346,17.493,164.51,0.1043,176.3563,0.1475,0.8193,19.6445,3,Lateral Tilt
149.5187,9.9074,143.2317,0.1528,156.5408,0.2957,0.816,18.4161,1,Slouching
172.5181,0.7935,177.6861,0.0374,178.7595,0.1364,0.9797,2.6821,0,Good Posture
150.1335,11.6718,161.2595,0.0887,169.4467,0.1349,0.8181,12.8688,3,Lateral Tilt
172.6819,0.3922,170.3387,0.0664,179.1292,0.102,0.9713,3.6882,0,Good Posture
162.6024,26.1466,155.7594,0.0643,161.9576,0.1524,0.7132,20.1653,3,Lateral Tilt
170.5009,1.3559,175.3669,0.0609,178.1466,0.1208,0.973,1.0056,0,Good Posture
130.3508,1.3147,128.3953,0.1466,153.7974,0.1869,0.8583,9.1388,1,Slouching
133.9552,3.6915,142.939,0.1472,160.5133,0.1727,0.8891,14.9286,1,Slouching
163.4469,17.138,157.0738,0.0907,171.238,0.1548,0.8423,19.0076,3,Lateral Tilt
168.092,14.3627,168.1909,0.0864,165.0184,0.1559,0.8128,23.7876,3,Lateral Tilt
148.8984,8.2158,137.9657,0.1639,153.9986,0.2339,0.8954,13.0753,1,Slouching
117.441,4.0795,166.6939,0.2415,172.8095,0.2422,0.9412,2.1542,2,Forward Head
157.9182,4.0339,155.6035,0.0937,159.6872,0.1705,0.8434,16.0927,1,Slouching
167.777,23.4163,161.97,0.0517,166.4621,0.111,0.8139,12.1912,3,Lateral Tilt
136.8264,3.7385,161.9767,0.2975,169.6403,0.3366,0.9157,2.9486,2,Forward Head
172.379,3.2801,177.2768,0.0556,178.3126,0.1187,0.9725,1.579,0,Good Posture
131.747,3.4267,139.1176,0.1789,146.5989,0.2303,0.9548,18.476,1,Slouching
136.7573,4.4087,175.4082,0.2791,167.6096,0.3019,0.9831,1.3432,2,Forward Head
166.0174,10.946,166.7833,0.1471,161.3532,0.1315,0.6286,16.4953,3,Lateral Tilt
135.4022,7.0968,141.7216,0.1813,143.2361,0.1495,0.869,15.3948,1,Slouching
143.877,5.9228,140.8035,0.2041,158.3925,0.2016,0.8426,8.4209,1,Slouching
165.2735,20.2071,169.2651,0.0717,158.4812,0.1255,0.7826,24.114,3,Lateral Tilt
163.8974,3.8939,173.3444,0.1012,176.3073,0.1237,0.9954,5.0091,0,Good Posture
138.8033,1.9331,163.8935,0.2771,171.6194,0.3006,0.9335,5.6679,2,Forward Head
165.9015,13.2193,162.0459,0.1174,167.7425,0.1513,0.7731,12.0846,3,Lateral Tilt
144.393,0.0,146.5273,0.1485,156.1755,0.1791,1.0,21.8006,1,Slouching
169.3077,2.0234,171.7112,0.0212,182.7835,0.1031,0.9701,0.0,0,Good Posture
154.1205,2.4887,144.5302,0.1679,156.5969,0.2438,0.9192,10.6935,1,Slouching
125.4454,2.3467,176.0097,0.2846,173.4409,0.3471,0.91,3.2898,2,Forward Head
163.5395,3.7471,172.7962,0.0338,178.6017,0.143,0.9698,2.0925,0,Good Posture
131.6536,1.1217,166.4625,0.2897,178.4225,0.216,0.9762,3.1264,2,Forward Head
162.1196,3.3389,171.3665,0.0646,178.0428,0.1009,0.9759,3.0295,0,Good Posture
161.3866,3.6457,173.5635,0.0327,180.0804,0.1122,0.9906,2.9255,0,Good Posture
166.0396,22.9297,172.4558,0.071,169.3349,0.1904,0.6526,14.5499,3,Lateral Tilt
146.4814,6.2763,146.7783,0.2012,147.3815,0.1729,0.8691,19.151,1,Slouching
168.1908,0.0,170.2483,0.0652,180.3574,0.1285,0.9703,1.9284,0,Good Posture
168.0347,8.7904,171.5242,0.0841,167.7402,0.1484,0.7593,19.1351,3,Lateral Tilt
171.195,0.8723,173.7209,0.073,178.3398,0.0912,0.9892,0.9978,0,Good Posture
127.7931,3.5361,170.8607,0.2974,172.0645,0.3272,0.9245,3.1492,2,Forward Head
169.2204,3.7007,176.7807,0.0,179.9677,0.1239,0.9798,1.4172,0,Good Posture
164.2708,13.173,165.1197,0.1216,173.1796,0.1656,0.8128,16.2073,3,Lateral Tilt
163.237,21.5049,170.3667,0.1044,166.444,0.1073,0.6475,16.6858,3,Lateral Tilt
119.5402,3.3617,166.0338,0.2686,164.9278,0.321,0.9384,6.307,2,Forward Head
170.8093,4.4478,172.8009,0.0864,180.3255,0.1311,0.9823,1.6272,0,Good Posture
151.353,18.026,162.702,0.0481,165.2338,0.1228,0.7771,11.1634,3,Lateral Tilt
121.936,3.2182,169.5439,0.2412,175.7124,0.2315,0.9227,4.484,2,Forward Head
167.3837,0.0,176.5336,0.0775,177.5877,0.1391,0.9961,3.9724,0,Good Posture
146.1968,5.2935,148.488,0.1838,158.1411,0.2181,0.8367,15.2511,1,Slouching
168.1221,2.8138,173.6097,0.0407,178.7259,0.0817,0.9628,1.1566,0,Good Posture
169.3315,2.2201,178.6195,0.0337,179.106,0.1121,0.9803,3.9177,0,Good Posture
154.3401,2.8281,139.8453,0.0404,164.4892,0.2616,0.8779,13.7302,1,Slouching
166.6543,26.3939,158.4513,0.0944,175.4062,0.1628,0.83,20.9385,3,Lateral Tilt
127.3721,2.9023,168.9418,0.1156,168.7694,0.3004,0.9852,2.84,2,Forward Head
167.4342,26.3862,169.9776,0.0776,171.3775,0.1573,0.8104,23.5598,3,Lateral Tilt
167.5808,23.3271,161.126,0.064,177.4775,0.1355,0.792,17.6649,3,Lateral Tilt
165.8559,12.2853,159.0752,0.1281,173.3472,0.1399,0.7911,16.7604,3,Lateral Tilt
130.3465,1.8461,156.9795,0.2243,154.1726,0.1504,0.9838,22.9722,1,Slouching
129.0822,1.8449,170.789,0.2826,167.3738,0.3841,0.9765,5.311,2,Forward Head
167.2877,20.1687,156.1405,0.0991,164.6449,0.1071,0.7137,20.1677,3,Lateral Tilt
166.3101,22.6671,163.1914,0.0854,151.1221,0.1265,0.8258,16.048,3,Lateral Tilt
142.9416,8.2463,143.9677,0.1159,148.9282,0.1609,0.8891,21.1686,1,Slouching
170.7039,19.465,167.9276,0.0299,169.8553,0.118,0.7292,26.7205,3,Lateral Tilt
163.8871,9.5902,167.3902,0.0368,168.6991,0.1472,0.8331,26.9084,3,Lateral Tilt
172.7714,24.8489,168.6721,0.1227,168.2669,0.1588,0.7392,19.4613,3,Lateral Tilt
173.9033,3.3777,171.2628,0.0511,175.8713,0.0948,0.9778,1.5373,0,Good Posture
153.3234,0.0,142.0485,0.1586,147.6562,0.2692,0.8746,14.7935,1,Slouching
139.8711,13.473,134.4483,0.1508,156.437,0.2538,0.9144,12.5068,1,Slouching
160.802,14.6196,162.1404,0.1045,162.094,0.1213,0.6727,23.0356,3,Lateral Tilt
168.4295,16.6888,162.8214,0.079,168.2015,0.1668,0.8155,17.218,3,Lateral Tilt
137.2804,0.9623,167.0889,0.253,170.4555,0.3708,0.9432,10.2137,2,Forward Head
128.162,11.1265,146.2426,0.1659,154.5367,0.1706,0.8926,7.003,1,Slouching
150.6748,5.0584,143.8919,0.133,152.5585,0.2419,0.8866,8.2947,1,Slouching
163.2983,16.8714,167.2782,0.0562,172.5783,0.1756,0.7207,15.5456,3,Lateral Tilt
169.5342,10.7408,161.6765,0.0764,174.8278,0.1386,0.807,15.0521,3,Lateral Tilt
166.5814,24.8311,166.4046,0.1043,173.4728,0.1771,0.8922,15.504,3,Lateral Tilt
159.0351,16.0364,163.1427,0.0267,163.0953,0.1169,0.866,18.9573,3,Lateral Tilt
166.5868,18.7762,166.7555,0.1213,166.8961,0.1278,0.812,9.109,3,Lateral Tilt
167.5218,15.2935,155.1159,0.0651,166.4783,0.1306,0.8171,27.9284,3,Lateral Tilt
168.0512,20.3737,166.8878,0.0745,177.1537,0.1548,0.7219,19.2415,3,Lateral Tilt
162.1947,16.7458,173.2268,0.0729,164.5536,0.1195,0.7471,15.0275,3,Lateral Tilt
175.2829,15.6458,168.2806,0.1031,167.302,0.1582,0.7947,10.9118,3,Lateral Tilt
164.9976,18.1707,162.4351,0.0667,168.3612,0.1231,0.6947,19.0752,3,Lateral Tilt
152.1869,8.3743,140.8993,0.1773,166.122,0.2715,0.8901,3.4926,1,Slouching
147.1841,0.0,144.2643,0.1506,161.3568,0.2389,0.8799,14.2469,1,Slouching
138.0745,5.3251,169.7422,0.3083,162.4157,0.2861,0.9256,1.2502,2,Forward Head
148.846,9.4901,141.0403,0.1301,164.1974,0.2119,0.9507,16.4436,1,Slouching
147.5597,0.7792,141.4652,0.1544,168.6367,0.1557,0.939,21.9974,1,Slouching
154.1682,0.0,144.8671,0.1458,151.3709,0.269,0.8645,18.859,1,Slouching
117.6229,2.3987,169.8532,0.2833,170.8964,0.2588,0.957,3.7031,2,Forward Head
165.8307,12.2513,166.6217,0.0489,163.7226,0.1318,0.7169,15.6223,3,Lateral Tilt
133.7577,0.5009,173.7345,0.207,169.2608,0.3153,0.9524,8.1523,2,Forward Head
155.2728,0.0,125.9046,0.1302,163.7784,0.1374,0.7797,17.8559,1,Slouching
125.3913,1.811,169.9126,0.2711,172.6101,0.2424,1.0,2.3046,2,Forward Head
144.841,4.6782,154.7623,0.1069,148.8998,0.2415,0.8762,19.5027,1,Slouching
133.8908,2.5469,166.2783,0.4004,166.1106,0.3567,0.9228,4.3284,2,Forward Head
157.7232,3.2926,138.6231,0.1516,158.4795,0.1842,0.9215,16.5319,1,Slouching
167.2644,16.6689,169.6298,0.0411,179.8417,0.1657,0.679,14.4549,3,Lateral Tilt
164.9023,14.4319,162.2801,0.0928,161.0732,0.1578,0.7567,22.1278,3,Lateral Tilt
136.2211,0.5692,139.085,0.1977,162.6001,0.2097,0.8387,14.0186,1,Slouching
167.6974,2.183,180.0,0.0481,181.4478,0.1059,0.9797,4.6562,0,Good Posture
129.008,4.7557,171.163,0.2989,164.9275,0.4696,0.9924,6.4453,2,Forward Head
143.2875,6.1382,150.5238,0.1606,160.2621,0.1972,0.8525,20.2891,1,Slouching
161.6435,18.446,163.594,0.0837,170.223,0.153,0.7348,12.3854,3,Lateral Tilt
154.8163,0.2582,154.9565,0.2393,144.433,0.2309,0.9,7.2778,1,Slouching
127.4296,3.5751,163.3438,0.2821,168.5615,0.2755,0.8767,7.6787,2,Forward Head
131.3541,5.6197,167.7026,0.2908,174.3693,0.325,0.9283,6.0323,2,Forward Head
135.8205,4.5962,162.3033,0.3956,169.4353,0.3067,0.9129,10.3967,2,Forward Head
174.7495,5.8843,176.7389,0.0565,178.5832,0.1129,0.9834,1.5569,0,Good Posture
173.8062,0.4683,176.4204,0.0446,180.5403,0.0775,0.979,1.0958,0,Good Posture
134.17,7.2034,128.383,0.1406,172.1666,0.1382,0.8207,7.5041,1,Slouching
137.8168,3.4642,169.9955,0.2829,172.7803,0.3469,0.9226,4.845,2,Forward Head
164.1329,1.2479,177.9259,0.0603,180.9353,0.1304,0.969,1.5038,0,Good Posture
138.4708,0.6348,147.4157,0.1281,169.9488,0.2014,0.8679,9.2642,1,Slouching
169.3653,21.0449,167.0946,0.0,169.499,0.0903,0.8188,25.3725,3,Lateral Tilt
